"","ANOVA.F","Type Healthy control - NLA","Type Healthy control - Other","Type Healthy control - PLS","Type NLA - Other","Type NLA - PLS","Type Other - PLS","FDR"
"895.489@24.453978",0.0459026580397759,0.0662,0.0418,0.0118,0.7711,0.254,0.426,0.0759377305843206
"895.5048@25.562891",0.00027144552985281,0.046,0.0185,0,0.5296,0.0013,0.0101,0.00136737361356054
"895.556@24.667381",2.19033243764599e-08,0,0,0,0.1016,0.0142,0.4742,1.85138789784989e-06
"896.7782@23.207539",3.01109408740174e-05,0.0072,1e-04,0,0.0643,0.0106,0.5471,0.000247537796142229
"897.5926@23.696154",0.440428223194224,0.817,0.2453,0.2477,0.2692,0.2576,0.9268,0.490993193910366
"897.6543@25.84172",0.218725060890671,0.096,0.0994,0.6448,0.9479,0.21,0.2086,0.278649647422441
"898.1072@26.30354",6.41661247419156e-05,0.416,1e-04,2e-04,4e-04,0.0016,0.4942,0.000461717588564092
"899.5853@25.473291",0.000857266372751742,0.004,0.0011,8e-04,0.1714,0.0318,0.4513,0.00319530367437852
"899.7046@26.7362",9.84716305257871e-05,0.0594,0.0095,0,0.3212,0.0018,0.0462,0.000628342785259784
"899.7435@0.5925001",0.433616870351561,0.888,0.9307,0.2719,0.7899,0.2366,0.1628,0.484609346347867
"909.7788@0.5875239",7.64944401265844e-07,0,0,0,0.905,0.7003,0.6225,1.4041445173921e-05
"915.6079@25.836584",0.0296740478644205,0.0079,0.0197,0.0239,0.8826,0.5623,0.7072,0.0520461048930936
"915.7186@0.59370005",0.039193907710281,0.0984,0.4423,0.0113,0.319,0.2494,0.0396,0.0664808054832614
"917.5469@25.43824",0.226615531080941,0.1473,0.4523,0.0606,0.463,0.6501,0.23,0.285667743789709
"917.7553@0.591",0.0214580106616371,0.0206,0.0352,0.0984,0.3918,0.0123,0.0963,0.0393886771049229
"919.5618@26.143375",0.0317245201200127,0.0149,0.6527,0.9056,0.0454,0.0101,0.7077,0.0552089051439182
"921.5662@24.80118",1.85755463744108e-06,3e-04,0,0,0.2408,0.0128,0.201,2.70556871105549e-05
"921.6517@25.362986",0.0032824925823306,0.0177,0.6153,0.285,7e-04,0.0327,0.0535,0.0085356780935055
"923.6667@25.95275",0.0353556725387303,0.0058,0.1765,0.0754,0.0674,0.1101,0.6561,0.0608172030833101
"924.6675@22.867943",0.677614103454064,0.8579,0.3749,0.337,0.4615,0.4212,0.9934,0.708270591753858
"925.6199@24.108374",0.00285899428593439,0.1317,0.0108,4e-04,0.2205,0.0218,0.3213,0.00776066479809583
"925.7483@0.5890834",0.00997959733114928,0.0115,0.0176,0.2341,0.7606,0.0133,0.0349,0.0205733237288308
"926.6695@27.201859",0.351544456103889,0.0963,0.6422,0.2692,0.2206,0.4679,0.5384,0.406795830033861
"927.6093@25.983366",7.20636062578883e-06,0,0.0022,0,0.0115,0.1707,0.1837,8.39697672918003e-05
"927.61@25.50992",0.136447879450386,0.1274,0.7686,0.9805,0.0415,0.0522,0.7386,0.187913831925506
"928.6126@25.53951",0.174460565413042,0.0542,0.5752,0.18,0.1016,0.4015,0.3688,0.230549465141496
"929.6252@26.381542",0.00407589043622669,0.0625,0.0041,9e-04,0.1097,0.0205,0.4861,0.0100398771774702
"931.6049@25.54649",0.00102997623232559,0.0071,5e-04,8e-04,0.1244,0.1544,0.7741,0.00366092347829255
"932.5855@22.317524",0.130684029731893,0.6965,0.1775,0.1612,0.0708,0.0523,0.9222,0.181467979109572
"935.6552@24.107208",0.0089996608704026,0.0499,0.005,0.0022,0.2752,0.18,0.8351,0.0188725282728318
"935.6654@25.781824",0.000124672253283942,0.0964,0.0021,0.0145,0,3e-04,0.3529,0.000769865527191161
"937.682@26.525417",0.0036015091205851,0.9937,0.0044,0.0094,0.0045,0.0096,0.6703,0.00917494718932326
"939.608@25.354755",0.0035486184414858,0.4074,0.0994,0.3577,6e-04,0.0063,0.1684,0.00912696489748746
"939.631@25.955559",0.00241650203032717,4e-04,0.016,0.004,0.0616,0.1408,0.5332,0.00689823509657695
"939.6613@25.653587",0.156691847795024,0.0938,0.9632,0.8297,0.0616,0.0602,0.8465,0.210177253298631
"941.6716@26.60765",0.0265285716861606,0.1908,0.0307,0.0041,0.3495,0.1013,0.5154,0.0472716569939564
"941.7241@0.5901",0.0257776796246675,0.1406,0.1145,0.0058,0.8712,0.0599,0.0998,0.0459947945366903
"942.6307@25.958166",0.002708776937552,4e-04,0.0173,0.0046,0.0626,0.134,0.5565,0.00753448712168025
"944.6446@27.021812",0.148101307302518,0.123,0.0947,0.9862,0.7816,0.1063,0.0827,0.200056201396547
"945.6218@26.034542",3.08312571357661e-05,2e-04,0,0,0.0401,0.0564,0.696,0.00025191393025565
"949.0626@26.301344",0.000335675155006987,0.6911,0.001,5e-04,0.0022,0.0012,0.8686,0.00159505215499774
"950.6657@22.735613",0.894034210726359,0.9221,0.7964,0.7383,0.848,0.5898,0.4751,0.903473485952731
"951.6972@27.145134",0.0711669988750351,0.211,0.1586,0.2817,0.0177,0.7953,0.0226,0.108491215577414
"951.6981@27.215511",0.279757818750193,0.7204,0.1363,0.6601,0.2294,0.4152,0.0593,0.338030186767591
"952.7@22.950686",0.57062012085165,0.8845,0.2118,0.5951,0.2434,0.6854,0.4092,0.614161415213824
"953.6244@25.779327",0.0432095289062433,0.0726,0.881,0.374,0.0636,0.0072,0.4924,0.0721055650490237
"953.6456@26.527111",0.0344843754207813,0.3819,0.1722,0.0919,0.0276,0.0094,0.82,0.0594711236342947
"955.6243@25.654617",0.0690713573485457,0.0173,0.0849,0.028,0.3405,0.6989,0.5308,0.105775161265414
"956.6452@26.527578",0.0670531014580447,0.2681,0.5183,0.12,0.1041,0.0105,0.4364,0.103158617627761
"957.6204@25.847672",0.0368987752988824,0.0638,0.3326,0.8087,0.0061,0.0763,0.2138,0.0631473293748435
"957.6554@27.780369",0.375020889758729,0.5577,0.5798,0.3266,0.9854,0.1242,0.1536,0.430246568730048
"958.6015@22.417725",0.000348963128253277,0.0966,0.0051,0,0.1694,0.0045,0.1474,0.00163472617579592
"958.6245@25.65452",0.236195341544919,0.068,0.4992,0.4983,0.1743,0.1218,0.96,0.294969019263925
"958.6354@22.520943",0.335888997475648,0.2976,0.4037,0.6234,0.0825,0.5591,0.2013,0.392407372813748
"958.6584@27.781767",0.337601237442302,0.7683,0.62,0.2251,0.8196,0.1363,0.1147,0.393721199454033
"958.7488@23.207462",0.000138357697350489,0.0237,3e-04,0,0.0588,0.0156,0.691,0.000831387060312352
"959.6336@25.471804",0.237361663845318,0.053,0.1378,0.1286,0.6569,0.4997,0.8935,0.296149561967156
"959.6375@26.606543",0.581387619405025,0.9048,0.9874,0.2576,0.896,0.3128,0.2715,0.623841170791711
"961.4689@24.265179",0.110680270838192,0.2694,0.5189,0.9788,0.0213,0.1192,0.3209,0.15694345282876
"963.4762@24.457443",0.0477958416426895,0.0804,0.0717,0.0082,0.8925,0.1199,0.1743,0.0782963665051392
"967.639@26.406029 - 26.239998",0.00013136947944925,0.0071,0.0024,1e-04,0.5371,0.0174,0.102,0.000802493262201367
"967.6912@26.73535",0.00426862399873307,0.1406,0.0137,6e-04,0.213,0.0224,0.3479,0.0104321611266619
"967.733@0.5910001",0.846158398119536,0.533,0.7528,0.8917,0.6514,0.424,0.7736,0.86355845657287
"968.6396@22.733646",0.876293046246804,0.9422,0.5643,0.7005,0.4797,0.5959,0.7871,0.888896806942254
"969.6551@27.179935",0.110098158119447,0.5011,0.0474,0.0506,0.1442,0.1578,0.8406,0.156678442324567
"97.977@0.7264764",0.0233122841180946,0.9034,0.1502,0.0134,0.141,0.0063,0.1646,0.0419871783847403
"970.66@27.225397",0.047465003948731,0.1881,0.0134,0.0217,0.155,0.2882,0.5781,0.0779449819746318
"971.635@26.162327",4.0836391770549e-05,0.0051,0,0,0.0191,0.0112,0.9762,0.000312690085557347
"973.6512@27.264343",0.00386272672645627,0.1288,0.0011,0.0037,0.0344,0.1068,0.4812,0.0096937448136045
"974.6314@22.301205",0.669223166380184,0.7249,0.4469,0.5853,0.2756,0.3611,0.7764,0.701140768529669
"974.6318@22.40485",0.0965863608763532,0.8747,0.0486,0.3902,0.0225,0.2528,0.1536,0.13991970116142
"974.6672@22.726704",0.143760327687723,0.8231,0.1245,0.0567,0.1819,0.0897,0.7829,0.194978582086588
"977.7605@0.5872777",3.74890693932706e-07,0,0,0,0.9922,0.9169,0.9288,8.45418534138146e-06
"978.5698@22.016382",0.000308231429862915,0.0412,0.0036,0,0.1915,0.0039,0.1198,0.00149108345132241
"980.5831@22.295923",0.000156301080783128,0.3334,7e-04,1e-04,0.0056,8e-04,0.6221,0.000914600210696031
"980.682@22.727665",0.320657471254586,0.9038,0.3188,0.1589,0.307,0.126,0.6758,0.378573578397484
"983.6354@25.911943",0.00505168264407074,0.0023,0.0113,0.2613,0.5627,0.0116,0.0705,0.0118758855141312
"985.6516@26.727707",0.165468369812298,0.4699,0.9125,0.1579,0.5578,0.0347,0.1438,0.220186311368896
"986.655@26.738503",0.151192028478321,0.4563,0.9285,0.1489,0.5303,0.0306,0.1411,0.203410962008986
"987.667@28.081825",0.547309955384738,0.9062,0.5837,0.3912,0.6631,0.3291,0.1717,0.590495443007688
"988.6394@27.219955",0.221235576033605,0.0835,0.0658,0.1197,0.8658,0.7526,0.6324,0.281000636857849
"992.6201@22.591301",0.336978502313963,0.5905,0.0922,0.5438,0.1732,0.9508,0.1747,0.393337276220131
"992.6401@22.702856",2.04907695408041e-05,0.0038,0,0,0.0095,0.0233,0.4983,0.000188065967018339
"993.5687@23.695807",0.333765093057642,0.6684,0.4504,0.3475,0.1795,0.101,0.8705,0.390925808766022
"993.7402@0.58986676",0.000275828707236414,2e-04,7e-04,0.0033,0.1819,0.0036,0.1,0.00137401660853827
"994.6014@22.011148",0.831137303415928,0.4806,0.9603,0.743,0.407,0.6287,0.6733,0.850170982120109
"996.6094@22.195417",0.00188634417397215,0.0039,0.0022,3e-04,0.6639,0.098,0.2459,0.0057058717677713
"996.6638@19.836792",0.00110756029283776,0.8593,0.0012,0.0121,8e-04,0.0077,0.2214,0.00385488517507169
"998.6312@22.251528",2.8760388042226e-06,0.0024,1e-04,0,0.0817,0.0013,0.1318,4.01447083089405e-05
"ARACHIDONIC ACID (M-H)-",0.00889960824044034,0.0065,0.0086,0.0017,0.8906,0.5076,0.4384,0.0186967668593574
"BEHENIC ACID (M-H)-",0.233021447830202,0.0549,0.1127,0.1489,0.7375,0.4951,0.7645,0.291565737303723
"BENZOIC ACID (M-H)-",0.0586529643772383,0.2369,0.111,0.6121,0.0095,0.4669,0.0379,0.0921394751060954
"BETA-ALANYL-N(PAI)-METHYL-L-HISTIDINE (M-H)-",0.00750565147798377,0.12,0.0189,0.0157,0.019,0.0055,0.7953,0.0162743899360813
"CIS-11-EICOSENOIC ACID (M-H)-",0.00855759656329247,0.0637,0.0045,0.0021,0.1997,0.1323,0.925,0.0180585502280502
"CYTIDINE 5'-DIPHOSPHOCHOLINE (M+Cl)-",8.34011230077536e-08,0,0,0,0.2847,0.0016,0.0332,3.33462904108675e-06
"DOCOSAHEXAENOIC ACID (M-H)-",0.104797032507655,0.0171,0.2314,0.1881,0.1848,0.1516,0.9791,0.150673845021735
"EPIBRASSINOLIDE [ISTD] (M+Cl)-",0.000786640884244405,0.7997,0.0016,0.0063,8e-04,0.0033,0.3789,0.00301171081396429
"EPIBRASSINOLIDE [ISTD] (M+HCOO)-",0.000886415189138123,0.8809,0.0018,0.0048,0.0012,0.0032,0.4729,0.00328120539625714
"ETHANOLAMINE PHOSPHATE (M-H)-",0.0195257189572284,0.1485,0.3713,0.3713,0.4773,0.0038,0.0285,0.0362891309329904
"GLUCOSE (M+Cl)-",0.135820543403514,0.0425,0.0427,0.0329,0.9901,0.4989,0.5886,0.187242312922539
"GLUTAMIC ACID (M-H)-",0.0208389022862734,0.0194,0.0438,0.0074,0.3935,0.2731,0.0595,0.0383573201423164
"GUANOSINE (M-H)-",0.399511950247035,0.1771,0.5654,0.1446,0.3904,0.9528,0.3359,0.452150349097152
"HYODEOXYCHOLIC ACID (M-H)-",0.0923794722853227,0.0996,0.3896,0.3703,0.0185,0.3757,0.0845,0.134845797618199
"HYPOXANTHINE (M-H)-",0.00551232370492472,0.4015,0.0608,0.4718,7e-04,0.0251,0.0669,0.0126916044065277
"INOSINE (M-H)-",0.467815769483594,0.9726,0.4294,0.6744,0.1339,0.3959,0.4082,0.515520667029618
"ISOCITRIC ACID (M-H)-",0.621590620751671,0.3167,0.5597,0.9583,0.7181,0.2473,0.4976,0.660009058484342
"LAURIC ACID (M-H)-",0.324779306717702,0.9956,0.2686,0.1877,0.2277,0.1399,0.8822,0.381758132457649
"LEUCINE (M-H)-",0.11521494066128,0.9042,0.0866,0.4541,0.0255,0.2545,0.1649,0.162513705774858
"LINOLEIC ACID (M-H)-",0.00254087112294421,0.2164,0.0028,0.0026,0.0174,0.0125,0.8989,0.00716793116788472
"L-TRYPTOPHAN-15N2 [ISTD] (M-H)-",0.00150027852361934,0.8582,0.0026,0.0077,0.0017,0.0049,0.4547,0.00482103890083911
"MANNITOL (M-H)-",0.00935740390111683,0.0032,0.0032,0.0065,0.9815,0.2472,0.2587,0.0195006550971953
"N-ACETYL-ASPARTIC ACID (M-H)-",7.68586975747887e-05,4e-04,6e-04,0,0.831,0.0917,0.0695,0.000517964452417361
"N-ACETYL-D-GLUCOSAMINE (M+Cl)-",0.00094188796275918,0.0713,0.0034,0.0042,0.0027,0.0018,0.8307,0.00342970073396006
"N-ACETYL-DL-METHIONINE (M-H)-",0.200174765405032,0.7924,0.3118,0.6895,0.0386,0.2259,0.255,0.258913306604964
"OXALOACETIC ACID (M-H)-[-H2O]",0.00356683274649128,6e-04,0.0168,0.0056,0.1639,0.2172,0.7613,0.00915623731857914
"PALMITIC ACID (M-H)-",0.0227052439144346,0.0582,0.0239,0.0035,0.6058,0.1624,0.4183,0.0411705370031697
"PALMITOLEIC ACID (M-H)-",0.0209057637968094,0.1792,0.0173,0.0049,0.2168,0.0876,0.7183,0.0384276042355619
"PANTOTHENIC ACID (M-H)-",0.055698281687826,0.1283,0.2984,0.7744,0.0096,0.0391,0.3676,0.0883262691854282
"SERINE (M-H)-",0.806268592782504,0.3712,0.3842,0.3511,0.9532,0.9734,0.9211,0.8291634031685
"SN-GLYCERO-3-PHOSPHOCHOLINE (M+Cl)-",0.00102578937954967,0.0192,0.0056,0.006,0.0012,6e-04,0.8658,0.00366092347829255
"SN-GLYCERO-3-PHOSPHOCHOLINE (M+HCOO)-",0.000647160548787662,0.0114,8e-04,0.0014,0.0029,0.0089,0.4795,0.00258864219515065
"STEARIC ACID (M-H)-",8.09120548339592e-11,0,0,0,0.2363,0.02,0.2835,3.61407178258351e-08
"SUCCINIC ACID (M-H)-",0.00150390435232206,0.6785,0.0025,0.0305,8e-04,0.0178,0.0934,0.00482112878495589
"TAURINE (M-H)-",0.416613446468133,0.7845,0.6512,0.4545,0.2953,0.1137,0.6687,0.468273623142308
"URIC ACID (M-H)-",0.00271016626317155,0.0234,0.0092,0.0044,0.095,0.0021,0.0988,0.00753448712168025
"URIDINE (M+HCOO)-",0.0431216445054332,0.0226,0.5974,0.0469,0.0346,0.597,0.0806,0.0720486329641902
"URIDINE (M-H)-",0.0079002409157205,0.007,0.3187,0.0112,0.0158,0.6661,0.0273,0.0168572019539259
"URIDINE-5-MONOPHOSPHATE #2 (M-H)-",0.300539235921911,0.8177,0.179,0.3138,0.1109,0.2396,0.6352,0.357657705271191
