"","ANOVA.F","Type Healthy control - NLA","Type Healthy control - Other","Type Healthy control - PLS","Type NLA - Other","Type NLA - PLS","Type Other - PLS","FDR"
"733.5646@25.050531",1.0011478246752e-05,0.0548,0,0,9e-04,0.0042,0.3542,0.000349202046744234
"121.9177@0.5955454",0.00154157807199617,0.0032,0.0014,2e-04,0.7326,0.2332,0.392,0.0111577325502247
"568.3083@10.653195",0.054426037598124,0.4151,0.1338,0.1165,0.0489,0.0183,0.8302,0.155161036441306
"468.1631@8.922643",0.274072733798628,0.5681,0.1915,0.9943,0.06,0.524,0.1558,0.437518678901235
"497.3843@22.008312",0.243530873735861,0.8657,0.1473,0.3372,0.076,0.1988,0.5111,0.409672519567919
"605.2803@22.085516",0.383583199778798,0.4305,0.1581,0.1239,0.4821,0.4279,0.9878,0.518203258023904
"877.564@24.155628",0.565864593564539,0.8165,0.2464,0.9991,0.2962,0.8002,0.2214,0.664333944098211
"225.9441@0.5863333",7.21887425503276e-07,0,0,0,0.8982,0.3646,0.4632,6.72708844640865e-05
"462.2965@22.17669",0.272729083466758,0.2324,0.0603,0.3705,0.3908,0.6679,0.1941,0.436776652469319
"509.3488@22.64693",0.0776885662316247,0.8583,0.0343,0.2582,0.0238,0.2537,0.1679,0.202152970770248
"907.4965@8.322522",0.000425823891277877,0.0159,0.0014,0.003,3e-04,0.0025,0.1455,0.00423268947930209
"549.3805@22.801212",0.000148216458774275,0.0144,3e-04,7e-04,0.0023,0.0029,0.5095,0.00199090756785986
"278.1521@20.684597",0.0784705791463148,0.4915,0.085,0.0542,0.131,0.0541,0.7791,0.202871324282011
"364.2388@23.113903",0.0212416902805145,0.4817,0.0231,0.0079,0.0838,0.0344,0.8122,0.0791784005206177
"817.5743@24.403446",0.876388391074924,0.6664,0.8727,0.7426,0.8259,0.4318,0.6472,0.910072722212652
"359.3168@23.276716",0.0157049726611983,0.3924,0.0272,0.0129,0.0675,0.0185,0.6837,0.0645072017571534
"777.4394@8.020861",0.32432209547581,0.9529,0.5731,0.4619,0.2099,0.08,0.6728,0.475820181507467
"311.2231@20.596188",0.0500744767138971,0.8317,0.0795,0.2394,0.0118,0.0854,0.224,0.147260443353887
"853.5598@24.667591",0.0579228999422997,0.9532,0.3199,0.038,0.3033,0.0187,0.1759,0.161493016958872
"248.2503@23.048105",9.7239154962403e-05,0.2832,6e-04,1e-04,0.0055,6e-04,0.4699,0.0014794242862137
"152.0341@2.3083923",0.646277230611259,0.2482,0.3996,0.2629,0.6618,0.9126,0.7183,0.731730612071808
"715.5197@24.325027",0.116458729598412,0.7829,0.1417,0.0543,0.1837,0.0593,0.6558,0.262775777999101
"664.505@25.812256",0.000624740238742483,0.0189,8e-04,3e-04,0.0977,0.0222,0.5995,0.00578581577043988
"645.6065@26.385307",0.543609682460764,0.2369,0.3036,0.7097,0.8812,0.3148,0.4204,0.647899309791366
"300.1343@20.681866",0.0209640713734318,0.4575,0.0463,0.0145,0.1015,0.0176,0.5135,0.078707199011245
"281.1312@15.841326",0.488829521856733,0.5764,0.351,0.6922,0.1424,0.3365,0.5738,0.600861349619447
"800.6778@27.780848",0.867035030947951,0.8852,0.5452,0.4951,0.6279,0.5766,0.971,0.904928844123771
"577.269@22.516619",0.468583134436874,0.9653,0.6872,0.2532,0.7428,0.2745,0.1423,0.584650588657221
"811.5187@24.379692",0.901992149266453,0.4758,0.59,0.6518,0.8597,0.7241,0.8879,0.930706086198119
"768.5464@24.995102",0.012682945846742,0.2648,0.0097,0.0041,0.0898,0.0609,0.9376,0.0556184478161539
"368.0055@1.8316257",0.956153351434023,0.9149,0.8602,0.8932,0.914,0.6832,0.6148,0.970304933896998
"326.2208@22.737257",0.155079880111794,0.263,0.0288,0.2261,0.171,0.9578,0.162,0.315019211507745
"662.3882@22.500301",0.00047616493940783,0.0042,0.2014,0.9014,2e-04,0.0019,0.1438,0.0046402740173665
"771.6151@25.928528",1.00708839771979e-05,0.0362,0,0,0.005,0.0019,0.9359,0.000349202046744234
"661.6376@26.504768",0.0171644418198337,0.1588,0.0911,0.5528,0.0022,0.0284,0.187,0.0685893018300374
"755.5457@25.048513",1.15973592387242e-05,0.0644,0,0,0.004,0.0011,0.8576,0.000375905709237777
"1540.7968@15.179895",0.0548502159592854,0.012,0.2097,0.0408,0.0757,0.3466,0.2767,0.156071893120791
"797.5337@25.22655",0.0263615283978504,0.6622,0.0202,0.0126,0.0648,0.0487,0.9801,0.0927005633047052
"473.2776@19.680323",0.739848742531046,0.9057,0.3988,0.8773,0.3151,0.7675,0.4323,0.807550860258997
"285.089@1.0062802",0.128645728898802,0.5237,0.3798,0.9487,0.0204,0.2096,0.1605,0.278352148741731
"465.3225@22.88971",0.376154900425945,0.5297,0.4303,0.6647,0.1063,0.1869,0.6301,0.511721675670697
"581.2803@22.078249",0.178667040120621,0.0893,0.049,0.0575,0.7081,0.8704,0.8095,0.348225564470386
"286.2297@22.731468",0.471305397267292,0.8698,0.4398,0.5535,0.2978,0.6232,0.1237,0.585611942723352
"879.5775@24.429342",0.0209406134666518,0.1325,0.0321,0.0046,0.4775,0.0959,0.361,0.078707199011245
"600.3249@5.9036894",0.822858853222002,0.5208,0.4059,0.6237,0.7442,0.7598,0.5243,0.873226014344488
"358.3083@22.961748",0.0179387842731118,0.0031,0.1601,0.1163,0.0448,0.0344,0.9231,0.0710128322970398
"422.2534@6.955312",0.0474091862915057,0.028,0.0112,0.0368,0.2853,0.6839,0.1336,0.142227558874517
"745.6014@25.785835",0.000316876787574749,0.4109,0.001,2e-04,0.0075,0.0021,0.8373,0.00347399478142611
"595.3621@22.730402",0.0220496523479561,0.0824,0.0424,0.004,0.6206,0.0881,0.2891,0.0809754474157698
"283.2874@20.573137",0.244361312497812,0.5086,0.0691,0.1611,0.174,0.3987,0.4946,0.409891501709755
"437.2915@22.569777",0.100509463315181,0.0274,0.331,0.5948,0.1659,0.0406,0.5783,0.237119635764137
"223.1202@1.0089091",0.257225587801161,0.2206,0.0885,0.1953,0.2163,0.8585,0.2853,0.422848237498932
"455.3981@22.196486",0.234045611947688,0.0712,0.0903,0.2808,0.9222,0.3272,0.4032,0.402029962458529
"165.0443@2.4953353",0.114209357894967,0.2177,0.0417,0.0706,0.1242,0.2474,0.568,0.259187446912322
"484.13@8.92251",0.170486769147363,0.5947,0.1334,0.8423,0.033,0.3974,0.1273,0.335793623247977
"539.2336@22.128357",0.368766427545446,0.7422,0.3826,0.4095,0.5743,0.2446,0.0941,0.508138311366727
"228.1339@10.169444",0.898212117062684,0.9548,0.6969,0.5867,0.68,0.5272,0.8672,0.928090274802815
"839.6407@26.779465",0.00090741169316888,0.0205,0.0187,6e-04,0.8475,0.0059,0.0249,0.00755838455036201
"678.5575@29.207928",1.32001184538488e-07,0.0096,0,0,0,4e-04,0.1365,2.46017207683608e-05
"761.4399@12.507296",0.0417662224726255,0.6379,0.1319,0.0609,0.0886,0.0141,0.5107,0.130007176840678
"312.2668@22.5585",0.0773711854738302,0.4097,0.1739,0.0579,0.3252,0.0323,0.2708,0.201885262622626
"333.2879@17.629412",0.387528696622835,0.1704,0.1265,0.1697,0.8203,0.9373,0.7529,0.521014685901396
"175.0305@1.6625559",0.300996315651774,0.6969,0.1623,0.3566,0.1061,0.3644,0.3684,0.460292827319789
"512.3499@22.73998",0.000231214479963104,0.001,0,2e-04,0.1698,0.7004,0.273,0.00269328741894522
"996.6125@22.399557",0.182277979325778,0.9714,0.1426,0.8749,0.0605,0.8669,0.0703,0.351166764954834
"290.0629@1.837125",0.554783492492295,0.9106,0.4252,0.8063,0.2466,0.8562,0.1823,0.655973185809685
"755.5843@26.172705",5.57348634052657e-05,0.2416,1e-04,2e-04,9e-04,8e-04,0.7633,0.00106539335047758
"829.5603@24.77875",0.015239565469692,0.3875,0.1859,0.0023,0.611,0.0215,0.0836,0.0636475969616547
"1478.9805@19.828157",0.319439909294337,0.1808,0.1036,0.1351,0.6684,0.9335,0.708,0.47338890727208
"365.2933@21.780087",0.185269316660374,0.8457,0.4084,0.1349,0.2498,0.0509,0.4941,0.35400236488077
"596.3236@19.486359",0.230870958326387,0.2162,0.0509,0.1278,0.4135,0.8205,0.5162,0.401666976504834
"285.1687@4.780879",0.14664840894601,0.5039,0.0648,0.1439,0.0785,0.2158,0.4575,0.305288049989269
"978.5696@22.200884",0.326200146749085,0.1441,0.1451,0.0907,0.9913,0.8266,0.8178,0.476579807193022
"146.0511@3.6464791",0.331292310132117,0.4085,0.0774,0.2311,0.308,0.7299,0.4503,0.479104592053333
"400.3345@23.30155",0.878578654570327,0.4419,0.6808,0.5532,0.7686,0.8582,0.8955,0.911541570703024
"581.2081@22.072994",0.0131395186310388,0.1783,0.0678,0.005,0.4822,0.0209,0.1182,0.056629770310316
"431.2312@15.49149",0.176273560446762,0.4246,0.0332,0.4796,0.153,0.8873,0.1029,0.34536646337204
"579.2862@22.394651",2.76330512340994e-05,0.055,1e-04,1e-04,0.0023,6e-04,0.8362,0.000675424252295775
"702.5704@24.375103",0.906449157984797,0.5851,0.4882,0.6845,0.8636,0.8573,0.7244,0.934012228441833
"232.0713@10.645975",0.748499355702374,0.3603,0.5157,0.9136,0.8152,0.4018,0.571,0.813420218186763
"213.2455@17.41043",0.76563529135466,0.8853,0.7633,0.4188,0.6605,0.3381,0.6462,0.827818868317475
"312.2665@22.187645",6.04647858445384e-05,0.0218,3e-04,1e-04,0.0112,7e-04,0.2734,0.00109942677675862
"569.3482@22.348202",0.369728945739463,0.7816,0.3553,0.1846,0.3995,0.1513,0.6163,0.508138311366727
"284.1203@0.6915555",0.823471531720248,0.3727,0.5519,0.4402,0.7306,0.8389,0.8638,0.873254661305042
"670.5525@28.181702",0.204318584718564,0.4896,0.1121,0.1087,0.1911,0.1633,0.9539,0.375633797552871
"236.12@8.50825",0.00694396499575745,0.3295,0.0404,0.1661,0.0016,0.0084,0.3125,0.0348601070999136
"382.2844@19.485703",0.00440001197459072,0.6389,0.0064,0.0656,0.0018,0.0472,0.082,0.0245708533861976
"643.627@28.513105",0.461989104508916,0.3294,0.863,0.9353,0.2715,0.1531,0.8867,0.580308133801848
"440.2923@23.429176",0.0109317089366726,0.8654,0.0155,0.021,0.0122,0.0137,0.7446,0.0498445811149201
"982.6735@19.827269",0.263408848061069,0.1946,0.0689,0.1181,0.5405,0.8395,0.6499,0.425506600714034
"681.3575@22.543968",0.0792180217045231,0.5343,0.0161,0.0929,0.0772,0.3404,0.2838,0.203996667290922
"673.6351@27.781675",0.000643025746556614,0.7235,0.001,0.003,0.0012,0.0033,0.4492,0.00591821844515994
"545.3921@22.215853",0.000941956943901423,0.0045,5e-04,3e-04,0.2918,0.2301,0.9167,0.00771680111734627
"441.088@8.51045",0.442988674363658,0.2248,0.1482,0.2052,0.7694,0.9846,0.7431,0.563082790687309
"326.1944@6.983196",0.100405107324743,0.395,0.1664,0.1729,0.0565,0.0442,0.91,0.237119635764137
"565.249@22.192965",0.00424267618116869,0.9184,0.321,0.0021,0.3654,0.0023,0.0398,0.0239614779777368
"430.3778@22.890493",0.190522258768894,0.7626,0.47,0.2785,0.1557,0.0463,0.5995,0.359841237093281
"330.277@22.639095",0.653949623439802,0.9885,0.4206,0.8054,0.2439,0.6885,0.3839,0.737009290370963
"330.147@8.920819",0.347404482576424,0.3068,0.0885,0.1777,0.4485,0.7814,0.5908,0.489121891899385
"328.1313@8.508027",0.330130065193404,0.2728,0.0835,0.1668,0.475,0.8163,0.5933,0.478964379372173
"517.315@22.258614",0.838698058787104,0.9294,0.6463,0.5429,0.5578,0.4398,0.9045,0.883120625460149
"404.3414@22.602715",0.109942551885668,0.9875,0.1939,0.0464,0.1978,0.047,0.5148,0.254146271103149
"759.5804@25.081873",0.01335168126937,0.26,0.007,0.0059,0.0682,0.0717,0.8504,0.0573699042438926
"531.2653@21.768568",0.564865042035414,0.2459,0.771,0.7917,0.3153,0.2437,0.9575,0.663770056996217
"384.1222@1.5591254",0.0183034337410706,0.041,0.0027,0.0271,0.1151,0.8595,0.1306,0.0717184954250497
"366.1873@22.71413",5.61664056852873e-06,0.0395,0,0,7e-04,0.0038,0.3265,0.000285287755577934
"671.4164@22.729115",0.0505941310409889,0.0346,0.0079,0.0582,0.434,0.7068,0.2469,0.147913430161009
"240.151@8.921554",0.24206208942239,0.3952,0.2416,0.9313,0.0453,0.3056,0.2313,0.409207776020386
"583.2985@5.904785",0.185236368590968,0.1091,0.3558,0.4933,0.1928,0.0565,0.6048,0.35400236488077
"357.1271@20.84662",0.052903382104295,0.8545,0.9232,0.0301,0.9313,0.0309,0.0316,0.153162995567969
"678.4769@26.416742",0.0167125720628668,0.4549,0.1019,0.1073,0.0091,0.0064,0.8851,0.0671656197998232
"717.6279@27.92696",2.61669668155662e-08,0.0034,0,0,4e-04,0,0.7164,1.95074737610046e-05
"657.6428@27.16488",0.00811404667574478,0.1312,0.1555,0.9576,0.001,0.0539,0.0589,0.0396657167001163
"264.9696@2.4961586",0.0112756434302363,0.2029,0.0099,0.0429,0.0064,0.0905,0.1278,0.0507914935180737
"529.396@22.199778",0.0276286186144988,0.0241,0.0051,0.031,0.4514,0.7961,0.3005,0.09535710730143
"590.5652@26.450287",0.00178541128268972,0.7666,9e-04,0.0535,5e-04,0.0297,0.0594,0.0122112303783962
"666.5221@26.739952",0.000516213508099606,0.1665,0.0023,4e-04,0.0285,0.0023,0.4698,0.00499788532841891
"501.2842@22.44874",0.0879230532880082,0.0239,0.302,0.078,0.0846,0.346,0.3261,0.2184887874207
"532.4235@21.791342",0.519064420057228,0.7826,0.3138,0.6701,0.4543,0.474,0.1468,0.627129568593979
"264.1114@5.204393",0.00987837225483645,0.0977,0.0199,0.0161,0.0279,0.0071,0.726,0.0460270407248786
"420.0226@2.500242",0.00560140380617258,0.2384,0.011,0.0304,0.0029,0.0182,0.2389,0.0296159328900827
"501.2841@22.330265",0.0403693960526184,0.0699,0.9324,0.6103,0.0353,0.0069,0.6359,0.126451196458937
"330.2556@22.882378",0.496110954893958,0.7363,0.4575,0.8968,0.1544,0.7519,0.2195,0.605870675536313
"103.0456@1.0033591",0.211242505700564,0.9173,0.1971,0.3793,0.0592,0.1795,0.428,0.382700578371252
"809.5943@25.04874",0.80665318348835,0.4575,0.938,0.4973,0.4924,0.9331,0.5373,0.859699711637691
"459.2633@18.441782",0.323624710826307,0.4094,0.0708,0.4915,0.2901,0.8496,0.1975,0.475820181507467
"443.302@21.450523",0.423496027128007,0.8204,0.5698,0.1331,0.7252,0.2024,0.3892,0.547276431798188
"335.2141@22.873558",0.000716006379951617,0.0065,2e-04,0.0034,0.0238,0.6476,0.0431,0.0063545566220706
"828.7102@29.706738",0.137164339883625,0.5894,0.6772,0.282,0.1541,0.3353,0.0265,0.290913272783051
"364.1289@20.503859",0.29821479854903,0.1061,0.2646,0.0895,0.6428,0.9912,0.632,0.457446774317493
"644.977@15.957397",0.320459842711186,0.0777,0.1206,0.1039,0.8006,0.6828,0.9495,0.47338890727208
"475.3666@21.90489",0.01123967529331,0.3723,0.0662,0.059,0.0093,0.0037,0.8684,0.0507914935180737
"713.597@26.561237",0.0483127865573734,0.4535,0.5225,0.1277,0.1302,0.0081,0.3446,0.143781167179728
"469.3525@21.209108",0.0118227180662325,0.8051,0.0152,0.0461,0.0067,0.0181,0.4699,0.052477024701428
"553.3149@22.62898",2.1794964242261e-06,0.1089,0,0,6e-04,2e-04,0.9653,0.000141288224718309
"388.1912@22.987091",0.302727183951906,0.2956,0.4538,0.078,0.7414,0.3823,0.2419,0.461519663877599
"189.0826@6.154005",0.164091496843868,0.5902,0.1322,0.3799,0.0398,0.1243,0.3685,0.326908881049054
"575.5649@25.86049",2.07187336631609e-06,2e-04,0,0,0.0423,0.0054,0.4615,0.000140416508598968
"326.0726@1.4455721",0.00125582879755404,0.0021,0.0011,2e-04,0.8273,0.4382,0.5853,0.00980335464478047
"525.4035@19.828333",0.180603287550365,0.1845,0.041,0.0873,0.4066,0.7428,0.5712,0.349713638620252
"631.4085@21.914684",0.60356182337204,0.2032,0.2562,0.2322,0.6908,0.7766,0.8768,0.696525293070984
"501.2851@24.724592",0.000826840333601586,0.2044,0.0136,0.0011,0.0712,0.0012,0.1329,0.00703533904576614
"519.5028@24.346899",0.00870238666692191,0.0332,0.0239,0.0025,0.809,0.0662,0.1269,0.0418556726463889
"657.6434@29.07956",0.0611629886445357,0.7247,0.0738,0.1901,0.0185,0.0526,0.4659,0.168496051289848
"287.2467@20.147482",0.501711305503617,0.4786,0.3151,0.998,0.6964,0.3344,0.1884,0.611652948900975
"313.1388@1.8386327",0.413999936495346,0.75,0.2193,0.5109,0.1484,0.5708,0.3038,0.541450132418073
"643.6277@28.119057",0.0127818672031561,0.8099,0.028,0.048,0.0078,0.0113,0.647,0.0557244561400753
"320.2009@18.881113",0.912496764148775,0.8852,0.5223,0.6584,0.599,0.7578,0.7936,0.937005974756077
"241.9182@0.5907142",7.61092038281674e-08,0,0,0,0.8975,0.8842,0.9973,2.46017207683608e-05
"248.1475@0.69358325",1.09325073099908e-05,0.0015,0,0,0.0109,0.01,0.7953,0.000370462918163553
"675.6541@29.091896",0.0900946036249268,0.6166,0.1267,0.261,0.0257,0.0568,0.5436,0.22130321911823
"588.5483@25.974316",0.00761069263812553,0.0011,0.0761,0.0177,0.0625,0.1458,0.5484,0.0374506360509741
"307.0843@1.005721",0.494033991193018,0.1433,0.2144,0.2186,0.6931,0.6041,0.9403,0.605147623730747
"148.0184@2.4957514",0.0305445347012888,0.3285,0.0245,0.0541,0.0216,0.0661,0.4195,0.103035975655253
"615.5959@26.63724",0.0934948446506174,0.6341,0.1952,0.1081,0.0724,0.0296,0.8215,0.227407525895711
"704.2651@10.8824835",0.117014929414654,0.04,0.0295,0.0305,0.7873,0.8054,0.9508,0.262775777999101
"624.5115@26.622442",0.192954797233056,0.6196,0.4503,0.3541,0.1005,0.052,0.8372,0.362793950409189
"279.083@0.6681623",0.000199801992240678,9e-04,4e-04,1e-04,0.5655,0.0951,0.3064,0.00246202289612273
"371.34@21.336592",0.0229774335479732,0.0323,0.7349,0.3715,0.0783,0.0028,0.2295,0.083106401345566
"767.5467@24.80995",0.00366012256284232,0.0342,0.0118,4e-04,0.4918,0.0557,0.2633,0.0214852076425114
"681.6148@22.736809",0.0458666959137488,0.0081,0.0512,0.2412,0.4789,0.0881,0.3454,0.139281555208553
"523.2681@22.127872",0.0172048282256432,0.3132,0.0856,0.0025,0.4307,0.0317,0.1955,0.0685893018300374
"578.5284@27.525692",0.00564601864019121,0.0357,0.4806,0.8492,0.001,0.0073,0.2321,0.029746338489488
"477.3151@20.50695",0.349156092780171,0.2786,0.5861,0.0949,0.593,0.5476,0.2606,0.49112427767475
"827.5454@24.562378",0.0233568961625737,0.287,0.1059,0.0942,0.0131,0.009,0.9377,0.083915981152765
"771.5786@24.97436",0.0170592725798862,0.8754,0.0152,0.0643,0.0089,0.0364,0.3306,0.0683746650984147
"593.5751@25.860321",2.82544816107011e-05,0.0022,1e-04,0,0.0126,0.0027,0.6475,0.000679474710992828
"657.6052@27.914484",0.531149880181955,0.3119,0.9158,0.8811,0.2456,0.1876,0.9709,0.637636450363361
"387.3868@21.893557",0.148013285371086,0.7707,0.1929,0.0438,0.3015,0.0822,0.5422,0.306510845122624
"442.3275@22.60962",0.121110897660568,0.2042,0.0193,0.1093,0.2068,0.768,0.289,0.268315525129133
"565.5438@22.701653",0.444193852041764,0.7667,0.1552,0.5862,0.1921,0.7811,0.2596,0.563228299649348
"593.4795@24.594027",0.00633966540782971,0.003,0.0027,0.0013,0.8984,0.2625,0.3838,0.0325254346386183
"486.0928@16.476645",0.232432813569525,0.2871,0.0427,0.3097,0.2858,0.9079,0.2182,0.402029962458529
"1196.4583@16.47469",0.541216702874392,0.842,0.227,0.8038,0.262,0.9665,0.2463,0.646597839732147
"556.4285@23.042053",0.0559574125536907,0.2498,0.0134,0.0365,0.1186,0.2852,0.5328,0.158315943297064
"602.5264@27.697817",0.00138103688636371,0.4705,0.0033,0.0025,0.0069,0.0034,0.9914,0.0103889997104961
"235.067@9.715766",0.0459639573892534,0.0883,0.0188,0.0111,0.3767,0.2379,0.8193,0.139293212332067
"849.668@26.586493",0.832188993944791,0.9787,0.7746,0.4412,0.7892,0.4412,0.6475,0.879973218769213
"273.2663@17.577896",0.0683280168808862,0.0679,0.018,0.0436,0.3972,0.8168,0.4935,0.184559915161959
"129.0427@0.69493943",0.21350243032343,0.7497,0.7109,0.1886,0.4259,0.0496,0.2696,0.38538998016009
"485.3725@22.17594",0.0322612233551098,0.0275,0.0071,0.0112,0.4612,0.7012,0.6759,0.107130253947592
"635.4173@22.635782",0.432765260181859,0.2489,0.6625,0.8805,0.41,0.1726,0.5284,0.554968085207869
"638.4906@25.590593",0.222983090495455,0.1232,0.0503,0.1175,0.3907,0.9975,0.3593,0.395278270445194
"499.1719@4.6250443",0.0297226343241797,0.0081,0.0063,0.0075,0.7084,0.9074,0.761,0.101410635646114
"489.2181@21.723608",6.38304470810258e-05,0.7046,0.0048,6e-04,0.003,1e-04,0.3324,0.00113451620875206
"229.1684@14.196324",0.784692191089893,0.7657,0.3263,0.7548,0.4832,0.997,0.4573,0.842922231206794
"837.7043@27.164148",0.0161707992809966,0.0245,0.7764,0.4388,0.0036,0.0382,0.1924,0.0662380816702362
"626.0586@1.8326987",0.876501964518691,0.8376,0.5572,0.7377,0.4887,0.8035,0.6141,0.910072722212652
"847.6529@25.640694",0.141102432089636,0.0318,0.0947,0.0482,0.5195,0.7051,0.7454,0.297152155714191
"129.1519@4.8615327",0.83275802259112,0.6904,0.7902,0.9302,0.8339,0.3957,0.5537,0.879973218769213
"545.3238@12.915928",0.720757318904444,0.3094,0.6144,0.7472,0.5437,0.3994,0.827,0.792597542706463
"859.6102@25.398132",0.214874762568973,0.5343,0.09,0.0816,0.2704,0.3018,0.8015,0.387398151137048
"661.5049@24.830976",0.00572270405802144,0.0289,0.7884,0.4012,0.0012,0.016,0.1157,0.0299387780719648
"414.2469@8.709757",0.135356449355403,0.3958,0.1606,0.1716,0.0775,0.0702,0.8707,0.288309237127009
"184.1079@9.990389",9.53089236771509e-05,0.3638,0.0011,0.4443,2e-04,0.7802,0,0.00146500623920239
"452.1531@18.752756",0.378867294895592,0.9292,0.1571,0.775,0.1194,0.6908,0.2122,0.513398045999394
"525.4023@19.035343",0.308410156232459,0.86,0.1061,0.4055,0.112,0.4651,0.3089,0.465223949017277
"569.3475@22.459665",0.963290787467376,0.9455,0.7249,0.9972,0.6333,0.9311,0.6837,0.975062161652313
"211.1112@6.475419",0.208285117985648,0.8242,0.0798,0.151,0.1198,0.2253,0.6136,0.379059355262088
"300.1341@20.846556",0.0738410122579211,0.9241,0.511,0.0291,0.4548,0.0232,0.1435,0.195207356873334
"537.2178@21.660486",0.220114862168555,0.5174,0.6974,0.3069,0.7976,0.0583,0.1286,0.392104252680186
"836.6759@28.66509",0.0256781209574654,0.0779,0.42,0.0042,0.3752,0.2119,0.046,0.091157329399002
"314.2249@19.828423",0.243517441142409,0.2585,0.0632,0.1032,0.4127,0.6459,0.6676,0.409672519567919
"766.6597@22.658638",0.000129030049050183,0.4822,5e-04,8e-04,9e-04,0.0015,0.6384,0.00181494153899833
"120.0436@5.34335",0.49352555468553,0.2884,0.1688,0.216,0.7109,0.9063,0.7802,0.605147623730747
"363.1689@6.6304364",0.364093801620018,0.3084,0.1157,0.1373,0.534,0.6693,0.8028,0.504051864638297
"753.4659@24.310415",0.0402614720561333,0.9904,0.1854,0.0817,0.0639,0.0124,0.5452,0.126378641759357
"257.1016@0.6661591",0.000363016025092477,0.0026,3e-04,5e-04,0.0094,0.0176,0.5501,0.00376859971826156
"557.2541@8.935895",0.10533099393854,0.7037,0.4123,0.2764,0.0849,0.0226,0.6632,0.246037062470462
"683.5709@22.480604",0.907898191149092,0.5046,0.6855,0.7988,0.7735,0.5977,0.8414,0.934214080747616
"537.5136@24.343075",0.00860208254587358,0.0246,0.0156,0.0015,0.7736,0.1206,0.2308,0.0415071361679531
"789.5323@24.378897",0.435909699731108,0.3815,0.1107,0.2895,0.4088,0.8434,0.5203,0.557098981972562
"309.2284@20.147738",0.379545599661262,0.8831,0.8025,0.4243,0.8783,0.1602,0.1312,0.513523129850219
"170.1412@10.675832",0.546332605250085,0.6226,0.5162,0.4609,0.2607,0.2067,0.9794,0.649227952127967
"297.1214@2.9773989",0.0596463282444852,0.2379,0.0215,0.0539,0.0724,0.2151,0.4318,0.165115672016769
"564.298@19.486025",0.235427135435585,0.2041,0.0564,0.1133,0.4618,0.7985,0.5924,0.403010170992487
"733.5833@22.589287",0.030786736723172,0.473,0.0082,0.0462,0.0279,0.1549,0.2742,0.10361856535948
"637.6017@22.711668",0.0446090256702788,0.0182,0.065,0.5892,0.566,0.0294,0.1219,0.136792037529159
"621.2984@19.48566",0.195547217700401,0.1534,0.0482,0.0893,0.5134,0.8385,0.6194,0.365822963100751
"228.1336@10.041195",0.813554214053778,0.9217,0.4994,0.9449,0.4437,0.9654,0.4093,0.865816797397703
"507.3323@22.283932",0.142016901610995,0.5507,0.1641,0.8824,0.0291,0.5669,0.0676,0.298235493383089
"149.0512@4.033861",0.478749539191913,0.9598,0.4121,0.9978,0.1736,0.9351,0.1858,0.590418166199457
"328.2354@23.208502",0.00405501521776941,0.099,0.0212,8e-04,0.4045,0.0248,0.1692,0.0231522914136615
"238.1358@8.508198",0.493861331980412,0.3183,0.1616,0.2428,0.6114,0.8857,0.6949,0.605147623730747
"289.262@17.566847",0.83493818447703,0.7365,0.4483,0.9782,0.6612,0.701,0.4091,0.88102819041419
"152.0329@1.3041592",0.711384272198655,0.3979,0.8397,0.5802,0.3126,0.7279,0.4593,0.784522152254581
"478.3302@17.823595",0.22592246072774,0.2731,0.0541,0.1072,0.354,0.6337,0.5969,0.396761353292179
"345.2671@22.712984",0.0462304147818021,0.9907,0.018,0.161,0.0145,0.1411,0.1938,0.139330176514074
"510.4758@23.689304",0.55148130590069,0.2708,0.1745,0.3203,0.7377,0.9026,0.6514,0.653104548926076
"261.1044@7.1773086",0.120575170067237,0.5613,0.1351,0.2537,0.0366,0.0685,0.5888,0.267526158586681
"518.3006@19.827862",0.225384676828573,0.2001,0.0584,0.0942,0.4788,0.7338,0.6708,0.396751538549472
"282.2925@23.321827",9.8582206903286e-05,0.087,0.0019,2e-04,0.0359,6e-04,0.1931,0.00148470778275555
"297.267@19.594986",0.0166440206597784,0.0064,0.005,0.008,0.8735,0.7862,0.6698,0.067070904874945
"566.3804@6.4789968",0.00381863147918671,0.4418,0.0022,0.1624,0.0022,0.4037,0.0085,0.0221485685618671
"803.545@24.634542",0.00741333891992235,0.0505,0.4122,0.3129,0.0041,0.0014,0.8739,0.03672188813822
"511.46@22.582747",0.819865104971072,0.4282,0.9407,0.5714,0.4686,0.788,0.6224,0.871289288319222
"481.3187@22.098833",0.437029027064941,0.3305,0.6571,0.5883,0.1259,0.5722,0.2678,0.557885513145399
"329.1841@7.9137545",0.506951179932409,0.9672,0.2961,0.6638,0.1681,0.5684,0.3589,0.616301343230989
"412.3175@22.796623",0.529667720932473,0.2345,0.3013,0.1854,0.9093,0.9451,0.8524,0.636369518058273
"408.1548@15.488998",0.173050340700221,0.8711,0.0797,0.6542,0.0429,0.5014,0.1307,0.340393216337769
"115.0273@0.9882729",1.62075334819711e-07,5e-04,0,0,0.0235,6e-04,0.2032,2.68504804684655e-05
"807.6957@27.747807",0.532349132345126,0.3131,0.7646,0.6572,0.172,0.5002,0.4267,0.638561992217686
"676.5413@27.6721",1.95644134226569e-09,0.0016,0,0,0,0,0.0577,2.91705404131815e-06
